ID;Plaats;Straat;PostCode;Huisnummer;HuishoudenID;WatermeterID;LeidingID
3699;Spijkenisse;Marrewijklaan;3201BH;5;3;3;3
3700;Spijkenisse;Molenlaan;3201AG;5;3;4;3
3701;Spijkenisse;Vermaatstraat;3201VT;5;4;3;3
3702;Spijkenisse;Andries van Bronckhorstlaan;3201XK;537;3;4;3
3703;Spijkenisse;Andries van Bronckhorstlaan;3201XA;55;4;3;3
3704;Spijkenisse;C. van Boshuizenstraat;3201PB;56;3;1;3
3705;Spijkenisse;J C Sterrenburgstraat;3201RB;59;4;1;1
3706;Spijkenisse;Nieuwstraat;3201EA;6;5;4;3
3707;Spijkenisse;Gorsstraat;3201DB;65;2;3;3
3708;Spijkenisse;Andries van Bronckhorstlaan;;653;4;2;2
3709;Spijkenisse;Doctor J M den Uyllaan;3201WP;66;5;3;2
3710;Spijkenisse;Damstraat;3201DA;68;4;1;2
3711;Spijkenisse;Uitstraat;3201EN;7;5;3;3
3712;Spijkenisse;Zuidpassage;3201DG;80;1;1;1
3713;Spijkenisse;Nieuwstraat;3201EE;83A;3;3;2
3714;Spijkenisse;Joost Sasboutstraat;3201PC;85;2;2;2
3715;Spijkenisse;Eerste Kooistraat;3201VW;9;5;4;3
3716;Spijkenisse;Uitstraat;3201EN;9;4;1;1
3717;Spijkenisse;Witte de Withstraat;3201CW;9;1;4;2
3718;Spijkenisse;Nieuwstraat;3201EE;92;4;1;1
3719;Spijkenisse;Raadhuislaan;3201EL;92;3;2;2
3720;Spijkenisse;Marrewijklaan;3201BH;93;3;1;1
3721;Nieuw-Beijerland;Karweistraat;3264XV;1;2;4;2
3722;Nieuw-Beijerland;Van Oldenbarneveldstraat;3264VB;11;4;2;3
3723;Nieuw-Beijerland;Marktveld;3264AL;12D;4;1;3
3724;Nieuw-Beijerland;Molenwerf;3264TH;13;3;3;1
3725;Nieuw-Beijerland;Beatrixstraat;3264XB;14;1;1;3
3726;Nieuw-Beijerland;Willem-Alexanderplein;3264XP;14;3;2;3
3727;Nieuw-Beijerland;Margrietstraat;3264XJ;14D;3;3;3
3728;Nieuw-Beijerland;Antonie Genietsplein;3264VA;2;5;1;3
3729;Nieuw-Beijerland;Stuifakker;3264RA;2;3;1;3
3730;Nieuw-Beijerland;Laning;3264AK;22;1;3;2
3731;Nieuw-Beijerland;Middelstraat;3264AN;24;5;1;2
3732;Nieuw-Beijerland;Doelweijk;3264AC;25;4;1;3
3733;Nieuw-Beijerland;'s-Gravenweg;3264XN;28;4;2;1
3734;Nieuw-Beijerland;Achterstraat;3264AB;3;5;3;3
3735;Nieuw-Beijerland;Antonie Genietsplein;3264VA;3;4;1;3
3736;Nieuw-Beijerland;Scheepswerf;3264LR;302;2;2;1
3737;Nieuw-Beijerland;Sabinastraat;3264VG;38;4;4;2
3738;Nieuw-Beijerland;'s-Gravenweg;3264XM;39;1;3;1
3739;Nieuw-Beijerland;Handelstraat;3264XZ;4;2;4;1
3740;Nieuw-Beijerland;Boomgaard;3264TC;46;3;3;2
3741;Nieuw-Beijerland;Achterstraat;3264AB;49;2;3;1
3742;Nieuw-Beijerland;Wilhelminastraat;3264XR;49;2;3;1
3743;Nieuw-Beijerland;Bernhardstraat;3264XC;5;2;4;2
3744;Nieuw-Beijerland;Irenestraat;3264XE;5;4;4;2
3745;Nieuw-Beijerland;Dreef;3264TB;57;1;4;1
3746;Nieuw-Beijerland;Achterstraat;3264AB;6;4;3;3
3747;Nieuw-Beijerland;Nijverheidstraat;3264XL;6;4;1;3
3748;Piershil;Oudendijk;3265AD;6;3;2;2
3749;Nieuw-Beijerland;Schutskooi;3264TG;6;2;3;3
3750;Nieuw-Beijerland;Baljuwerf;3264SK;8;5;4;2
3751;Oud-Beijerland;Nieuwe Zinkweg;3262BL;1;3;4;1
3752;Mijnsheerenland;Stougjesdijk;3271KB;123;1;3;2
3753;Mijnsheerenland;Stougjesdijk;3271KC;197;5;3;1
3754;Mijnsheerenland;Papeweg;3271LJ;1B;2;2;3
3755;Oud-Beijerland;Zinkweg;3262BH;205;1;3;3
3756;Oud-Beijerland;Langeweg;3262LE;22A;5;4;3
3757;Oud-Beijerland;Zinkweg;3262BH;272A;4;4;3
3758;Hoogvliet Rotterdam;Tancredipad;3194WK;1;2;4;3
3759;Hoogvliet Rotterdam;Troubadourlaan;3194HC;107;3;2;3
3760;Hoogvliet Rotterdam;Fauststraat;3194JD;117;2;4;1
3761;Hoogvliet Rotterdam;Kalmoesstraat;3193SE;10;4;3;2
3762;Hoogvliet Rotterdam;Nieuw Engelandpad;3193LW;10;3;1;1
3763;Hoogvliet Rotterdam;Sara Burgerhartweg;3193TB;103;2;3;1
3764;Hoogvliet Rotterdam;Lohengrinhof;3194JE;13;2;3;3
3765;Hoogvliet Rotterdam;Tieflandstraat;3194VP;13;5;4;2
3766;Hoogvliet Rotterdam;Klaasje Zevensterstraat;3193TW;110;4;1;2
3767;Hoogvliet Rotterdam;Digna Johannaweg;3193PE;115;5;2;1
3768;Hoogvliet Rotterdam;Figarostraat;3194WE;15;3;2;2
3769;Hoogvliet Rotterdam;Max Havelaarweg;3193VA;11B;4;1;2
3770;Hoogvliet Rotterdam;Nieuw Engeland;3193LP;12;4;1;2
3771;Hoogvliet Rotterdam;Normahof;3194JG;16;2;3;1
3772;Hoogvliet Rotterdam;Eline Verestraat;3193TS;127;4;4;1
3773;Hoogvliet Rotterdam;Lohengrinhof;3194JE;17;3;1;1
3774;Hoogvliet Rotterdam;Othelloweg;3194GR;187;2;4;2
3775;Hoogvliet Rotterdam;Sara Burgerhartweg;3193TB;139;5;1;2
3776;Hoogvliet Rotterdam;Silvanapad;3194WJ;2;3;3;1
3777;Hoogvliet Rotterdam;Max Havelaarweg;3193VC;148;3;4;3
3778;Hoogvliet Rotterdam;Othelloweg;3194GR;213;2;2;3
3779;Hoogvliet Rotterdam;Max Havelaarweg;3193VC;150;2;4;2
3780;Hoogvliet Rotterdam;Saffraanstraat;3193XM;150;3;3;2
3781;Hoogvliet Rotterdam;Klaasje Zevensterstraat;3193TW;152;3;4;1
3782;Hoogvliet Rotterdam;Troubadourlaan;3194HL;236;2;3;1
3783;Hoogvliet Rotterdam;Saffraanstraat;3193XM;168;3;4;1
3784;Hoogvliet Rotterdam;Desdemonastraat;3194CN;264;3;2;1
3785;Hoogvliet Rotterdam;Paprikastraat;3193XE;17;2;4;1
3786;Hoogvliet Rotterdam;Ajuinstraat;3193TX;18;3;2;3
3787;Hoogvliet Rotterdam;Gaarde;3193EA;18;5;2;2
3788;Hoogvliet Rotterdam;Desdemonastraat;3194CN;292;1;3;1
3789;Hoogvliet Rotterdam;Nieuw Engelandpad;3193LW;18;1;1;1
3790;Hoogvliet Rotterdam;Saffraanstraat;3193XJ;191;2;2;3
3791;Hoogvliet Rotterdam;Othelloweg;3194GR;319;3;3;3
3792;Hoogvliet Rotterdam;Digna Johannaweg;3193PE;193;2;4;3
3793;Hoogvliet Rotterdam;Toverfluitstraat;3194VT;32;5;3;2
3794;Hoogvliet Rotterdam;Wijnruitstraat;3193GM;195;2;4;3
3795;Hoogvliet Rotterdam;Wilhelm Tellplaats;3194HS;33;2;1;2
3796;Hoogvliet Rotterdam;Lauernessestraat;3193PM;2;4;2;1
3797;Hoogvliet Rotterdam;Desdemonastraat;3194CR;390;4;4;1
3798;Hoogvliet Rotterdam;Troubadourlaan;3194HH;44;3;3;2
3799;Hoogvliet Rotterdam;Abadanstraat;3193AB;23;5;1;1
3800;Hoogvliet Rotterdam;Nibelungenhof;3194VK;48;2;1;2
3801;Hoogvliet Rotterdam;Oberonhof;3194VL;5;4;3;1
3802;Hoogvliet Rotterdam;Lokhorsterland;3193ET;23;1;1;3
3803;Hoogvliet Rotterdam;Traviataweg;3194JZ;50;2;1;3
3804;Hoogvliet Rotterdam;Traviataweg;3194JZ;58;2;1;2
3805;Hoogvliet Rotterdam;Eline Verestraat;3193TR;25;5;1;1
3806;Hoogvliet Rotterdam;Fideliolaan;3194VB;67;3;4;3
3807;Hoogvliet Rotterdam;Korianderstraat;3193SJ;261;3;2;2
3808;Hoogvliet Rotterdam;Wijnruitstraat;3193GM;263;4;4;3
3809;Hoogvliet Rotterdam;Troubadourlaan;3194HA;7;5;3;2
3810;Hoogvliet Rotterdam;Toscalaan;3194BS;746;2;4;1
3811;Hoogvliet Rotterdam;Toscalaan;3194BT;792;5;3;1
3812;Hoogvliet Rotterdam;Saffraanstraat;3193XP;284;5;2;2
3813;Hoogvliet Rotterdam;Korianderstraat;3193SK;285;4;4;2
3814;Hoogvliet Rotterdam;Sara Burgerhartweg;3193TB;29;2;4;2
3815;Hoogvliet Rotterdam;Isoldestraat;3194VE;9;3;3;3
3816;Hoogvliet Rotterdam;Max Havelaarweg;3193VA;29B;3;1;2
3817;Hoogvliet Rotterdam;Nieuw Engeland;3193LP;30;5;3;2
3818;Hoogvliet Rotterdam;Alsemstraat;3193RG;306;5;3;3
3819;Hoogvliet Rotterdam;Wijnruitstraat;3193GN;321;4;1;2
3820;Hoogvliet Rotterdam;Wijnruitstraat;3193GN;325;3;1;1
3821;Hoogvliet Rotterdam;Korianderstraat;3193ST;330A;2;4;1
3822;Hoogvliet Rotterdam;Korianderstraat;3193SL;341;4;3;1
3823;Hoogvliet Rotterdam;Alsemstraat;3193RA;35;4;1;1
3824;Hoogvliet Rotterdam;Kaneelhof;3193JA;35;2;2;1
3825;Hoogvliet Rotterdam;Kalmoesstraat;3193SC;37;2;4;2
3826;Hoogvliet Rotterdam;Tijmweg;3193GG;37;4;2;1
3827;Hoogvliet Rotterdam;Oude Wal;3193EM;37B;4;2;2
3828;Hoogvliet Rotterdam;Wijnruitstraat;3193GN;383;3;1;2
3829;Hoogvliet Rotterdam;Wijnruitstraat;3193GN;387;4;4;3
3830;Hoogvliet Rotterdam;Haifaweg;3193EB;39B;4;1;1
3831;Hoogvliet Rotterdam;Max Havelaarweg;3193VA;39C;5;2;3
3832;Hoogvliet Rotterdam;Iskanderhof;3193PC;4;4;2;1
3833;Hoogvliet Rotterdam;Alsemstraat;3193RA;43;3;4;3
3834;Hoogvliet Rotterdam;Tijmweg;3193GG;43;1;2;1
3835;Hoogvliet Rotterdam;Alsemstraat;3193RL;430M;2;2;2
3836;Hoogvliet Rotterdam;Digna Johannaweg;3193PL;446;3;3;2
3837;Hoogvliet Rotterdam;Kaneelhof;3193JB;51;5;3;3
3838;Hoogvliet Rotterdam;Beemd;3193LH;52;4;2;3
3839;Hoogvliet Rotterdam;Komijnhof;3193JJ;53;1;1;3
3840;Hoogvliet Rotterdam;Abadanstraat;3193AJ;54;4;4;1
3841;Hoogvliet Rotterdam;Wijnruitstraat;3193GX;576;5;1;1
3842;Hoogvliet Rotterdam;Sara Burgerhartweg;3193TB;6;5;4;3
3843;Hoogvliet Rotterdam;Max Havelaarweg;3193VA;75;4;4;3
3844;Hoogvliet Rotterdam;Texasweg;3193LS;8;4;1;3
3845;Hoogvliet Rotterdam;Lauernessestraat;3193PM;9;1;4;2
3846;Hoogvliet Rotterdam;Max Havelaarweg;3193VA;9A;3;2;1
3847;Hoogvliet Rotterdam;Basilicum;3191JR;1;4;2;3
3848;Hoogvliet Rotterdam;Beschoeiing;3191HK;10;2;4;2
3849;Hoogvliet Rotterdam;Cichorei;3191KB;10;1;4;1
3850;Hoogvliet Rotterdam;Noordzijdsedijk;3194TA;101;4;4;2
3851;Hoogvliet Rotterdam;Noordzijdsedijk;3194TA;113;5;4;3
3852;Hoogvliet Rotterdam;Mandenmakerstraat;3194DG;114B;3;2;3
3853;Hoogvliet Rotterdam;Hondsdraf;3191RH;12;1;1;2
3854;Hoogvliet Rotterdam;Ridderspoor;3191PD;12;4;1;2
3855;Hoogvliet Rotterdam;Heermoes;3191KC;13;5;2;3
3856;Hoogvliet Rotterdam;Papaver;3191RP;13;5;4;1
3857;Hoogvliet Rotterdam;Hoogvlietsekerkweg;3194AM;132A;4;3;2
3858;Hoogvliet Rotterdam;Westzijdsepad;3194NC;14;4;4;3
3859;Hoogvliet Rotterdam;Noordzijdsedijk;3194TA;150;3;4;3
3860;Hoogvliet Rotterdam;Waterkers;3191PP;16;3;3;1
3861;Hoogvliet Rotterdam;Koekoek;3191DJ;17;1;1;3
3862;Hoogvliet Rotterdam;Fuut;3191DC;19;1;4;2
3863;Hoogvliet Rotterdam;Lokkertsemolenweg;3194WC;194;4;1;3
3864;Hoogvliet Rotterdam;Nachtegaal;3191DP;2;4;3;2
3865;Hoogvliet Rotterdam;Nieuwe Wetering;3194TB;214;4;4;3
3866;Hoogvliet Rotterdam;Oregano;3191PN;22;1;1;1
3867;Hoogvliet Rotterdam;Janswaal;3191DE;24;2;3;3
3868;Hoogvliet Rotterdam;Oostzijdsepad;3194TC;25;5;3;3
3869;Hoogvliet Rotterdam;Nieuwe Wetering;3194TB;252;4;3;3
3870;Hoogvliet Rotterdam;Karvelsedijk;3194NB;28;3;4;1
3871;Hoogvliet Rotterdam;Platte Driedijk;3194KC;28;2;2;3
3872;Hoogvliet Rotterdam;Lokkertsemolenweg;3194WC;282;4;4;2
3873;Hoogvliet Rotterdam;Klaproos;3191PA;29;5;2;1
3874;Hoogvliet Rotterdam;Lokkertsemolenweg;3194WC;290;3;4;2
3875;Hoogvliet Rotterdam;Zilverschoon;3191PJ;3;2;1;1
3876;Hoogvliet Rotterdam;Plevier;3191GA;30;4;3;3
3877;Hoogvliet Rotterdam;Ekster;3191DA;33;1;2;1
3878;Hoogvliet Rotterdam;Akkerwinde;3191RB;34;3;2;2
3879;Hoogvliet Rotterdam;Hoogvlietsekerksingel;3194NE;384;4;4;1
3880;Hoogvliet Rotterdam;Lupine;3191RK;4;2;4;3
3881;Hoogvliet Rotterdam;Lijster;3191DM;41;1;4;1
3882;Hoogvliet Rotterdam;Nieuwe Wetering;3194TB;41;1;2;2
3883;Hoogvliet Rotterdam;Kievit;3191DH;44;3;4;2
3884;Hoogvliet Rotterdam;Platte Driedijk;3194KC;45;5;3;1
3885;Hoogvliet Rotterdam;Heersdijk;3194KA;48;2;1;1
3886;Hoogvliet Rotterdam;Platte Drogedijk;3194KD;49;4;3;1
3887;Hoogvliet Rotterdam;Platte Drogedijk;3194KD;5;5;4;2
3888;Hoogvliet Rotterdam;Roek;3191GD;5;4;1;2
3889;Hoogvliet Rotterdam;Lokkertsemolenweg;3194WC;50;4;1;3
3890;Hoogvliet Rotterdam;Gipskruid;3191JA;53;5;3;2
3891;Hoogvliet Rotterdam;Vloedlijn;3191HS;53;2;1;1
3892;Hoogvliet Rotterdam;Zilverschoon;3191PK;54;1;4;3
3893;Hoogvliet Rotterdam;Zuidzijdsedijk;3194ND;54;4;2;3
3894;Hoogvliet Rotterdam;Kapershoekseweg;3191GR;57;3;1;1
3895;Hoogvliet Rotterdam;Erica;3191RE;59;4;4;2
3896;Hoogvliet Rotterdam;Platte Drogedijk;3194KD;61;4;2;2
3897;Hoogvliet Rotterdam;Plevier;3191GA;61;3;2;3
3898;Hoogvliet Rotterdam;Zilverschoon;3191PJ;63;3;1;2
3899;Hoogvliet Rotterdam;Madelief;3191RN;64;5;1;1
3900;Hoogvliet Rotterdam;Janswaal;3191DE;67;3;4;2
3901;Hoogvliet Rotterdam;Mandenmakerstraat;3194DG;70C;2;4;1
3902;Hoogvliet Rotterdam;Nieuwe Wetering;3194TB;71;4;4;1
3903;Hoogvliet Rotterdam;Mandenmakerstraat;3194DG;72;3;1;1
3904;Hoogvliet Rotterdam;Plevier;3191GA;73;5;4;1
3905;Hoogvliet Rotterdam;Nieuwe Langeweg;3194DC;75;3;3;2
3906;Hoogvliet Rotterdam;Noordzijdsedijk;3194TA;76;2;2;1
3907;Hoogvliet Rotterdam;Zuidzijdsedijk;3194ND;79;4;4;3
3908;Hoogvliet Rotterdam;Bieslook;3191JT;8;1;3;3
3909;Hoogvliet Rotterdam;Madelief;3191RN;82;3;2;1
3910;Hoogvliet Rotterdam;Zuidzijdsedijk;3194ND;84;3;1;3
3911;Hoogvliet Rotterdam;Mandenmakerstraat;3194DG;88;3;2;1
3912;Hoogvliet Rotterdam;Zuidzijdsedijk;3194ND;88;3;4;2
3913;Hoogvliet Rotterdam;Heersdijk;3194KA;91;4;1;2
3914;Hoogvliet Rotterdam;Koolwitjespad;3192VP;10;4;2;2
3915;Hoogvliet Rotterdam;Brasemstraat;3192TD;100;2;3;1
3916;Hoogvliet Rotterdam;Steurweg;3192AH;102;3;2;1
3917;Hoogvliet Rotterdam;Wonderklauwpad;3192KK;110;5;2;2
3918;Hoogvliet Rotterdam;Baarsweg;3192VR;112;3;1;2
3919;Hoogvliet Rotterdam;Prikkorf;3192ZC;116;5;3;3
3920;Hoogvliet Rotterdam;Steurweg;3192AH;118;4;3;3
3921;Hoogvliet Rotterdam;Stalnet;3192DJ;12;2;2;2
3922;Hoogvliet Rotterdam;Park Vossendijk;3192XD;121;2;2;2
3923;Hoogvliet Rotterdam;Bongweg;3192NC;124;2;2;3
3924;Hoogvliet Rotterdam;Oosterbakenpad;3192XV;124;3;4;3
3925;Hoogvliet Rotterdam;Ondersim;3192GH;127;4;4;2
3926;Hoogvliet Rotterdam;Karperstraat;3192ES;142;4;2;3
3927;Hoogvliet Rotterdam;Slaghaam;3192HH;142;2;2;2
3928;Hoogvliet Rotterdam;Ruitwagen;3192DE;147;2;2;3
3929;Hoogvliet Rotterdam;Botreep;3192PD;148;4;3;2
3930;Hoogvliet Rotterdam;Horsweg;3192EE;148;2;4;1
3931;Hoogvliet Rotterdam;Prikkorf;3192ZD;148;3;3;3
3932;Hoogvliet Rotterdam;Bongweg;3192NA;15;4;3;2
3933;Hoogvliet Rotterdam;Schakelweg;3192JP;150;5;4;3
3934;Hoogvliet Rotterdam;Karperstraat;3192ES;154;5;3;3
3935;Hoogvliet Rotterdam;Botreep;3192PD;156;5;2;3
3936;Hoogvliet Rotterdam;Park Vossendijk;3192XD;161;4;3;3
3937;Hoogvliet Rotterdam;Oosterbakenpad;3192XV;162;3;1;3
3938;Hoogvliet Rotterdam;Bongweg;3192NB;167;4;3;3
3939;Hoogvliet Rotterdam;Ruisvoornpad;3192AS;17;3;2;1
3940;Hoogvliet Rotterdam;Zonnebaarsstraat;3192LC;17;4;1;1
3941;Hoogvliet Rotterdam;Viskaarweg;3192DN;176;5;3;3
3942;Hoogvliet Rotterdam;Klein Profijtweg;3192XW;177;4;4;1
3943;Hoogvliet Rotterdam;Ruitwagen;3192DE;179;3;3;2
3944;Hoogvliet Rotterdam;Buidelnet;3192NH;18;3;3;2
3945;Hoogvliet Rotterdam;Schakelweg;3192JP;182;1;1;2
3946;Hoogvliet Rotterdam;Alverstraat;3192TN;193;2;2;2
3947;Hoogvliet Rotterdam;Slaghaam;3192HG;193;1;3;3
3948;Hoogvliet Rotterdam;Bun;3192KD;2;3;3;3
3949;Hoogvliet Rotterdam;Zonnebaarsstraat;3192LC;2;2;1;3
3950;Hoogvliet Rotterdam;Tonijnstraat;3192EP;20;4;1;1
3951;Hoogvliet Rotterdam;Bovensim;3192HA;204;5;2;3
3952;Hoogvliet Rotterdam;Schrobnet;3192JR;21;3;2;2
3953;Hoogvliet Rotterdam;Park Vossendijk;3192XD;213;4;1;1
3954;Hoogvliet Rotterdam;Schakelweg;3192JL;217;4;1;1
3955;Hoogvliet Rotterdam;Schakelweg;3192JP;218;5;3;1
3956;Hoogvliet Rotterdam;Bovensim;3192HB;224;2;3;3
3957;Hoogvliet Rotterdam;Posweg;3192TL;224;4;4;3
3958;Hoogvliet Rotterdam;Park Vossendijk;3192XD;225;1;1;2
3959;Hoogvliet Rotterdam;Park Vossendijk;3192XD;231;2;3;3
3960;Hoogvliet Rotterdam;Karperstraat;3192ES;232;4;4;2
3961;Hoogvliet Rotterdam;Bongweg;3192NE;234;2;2;1
3962;Hoogvliet Rotterdam;Schakelweg;3192JP;234;4;1;1
3963;Hoogvliet Rotterdam;Viskaarweg;3192DN;236;2;4;3
3964;Hoogvliet Rotterdam;Lengweg;3192BJ;249;5;3;3
3965;Hoogvliet Rotterdam;Bongweg;3192NC;26;2;4;2
3966;Hoogvliet Rotterdam;Forelstraat;3192CL;26;2;1;2
3967;Hoogvliet Rotterdam;Boomkor;3192PA;27;3;2;2
3968;Hoogvliet Rotterdam;Lengweg;3192BJ;273;4;1;3
3969;Hoogvliet Rotterdam;Keizersmantelweg;3192VZ;279;4;2;2
3970;Hoogvliet Rotterdam;Kubbeplantsoen;3192GG;28;3;4;3
3971;Hoogvliet Rotterdam;Viswant;3192MB;28;3;1;2
3972;Hoogvliet Rotterdam;Alverstraat;3192TN;281;2;3;1
3973;Hoogvliet Rotterdam;Park Vossendijk;3192XG;299;2;1;2
3974;Hoogvliet Rotterdam;Aalkaar;3192SB;3;5;3;3
3975;Hoogvliet Rotterdam;Vleugel;3192WD;3;2;3;3
3976;Hoogvliet Rotterdam;Vuurvlinderweg;3192VM;3;4;2;3
3977;Hoogvliet Rotterdam;Viswant;3192MB;30;2;4;2
3978;Hoogvliet Rotterdam;Schakelweg;3192JP;300;2;2;1
3979;Hoogvliet Rotterdam;Kruisnetlaan;3192KB;315;1;3;2
3980;Hoogvliet Rotterdam;Botreep;3192PG;322;4;2;1
3981;Hoogvliet Rotterdam;Botreep;3192PG;328;3;2;3
3982;Hoogvliet Rotterdam;Vleugel;3192WD;33;2;1;2
3983;Hoogvliet Rotterdam;Schakelweg;3192JP;330;3;2;2
3984;Hoogvliet Rotterdam;Keizersmantelweg;3192VZ;35;4;3;3
3985;Hoogvliet Rotterdam;Stolpmand;3192PK;35;3;1;1
3986;Hoogvliet Rotterdam;Keizersmantelweg;3192VZ;365;3;4;1
3987;Hoogvliet Rotterdam;Gebbeweg;3192GD;37;3;3;3
3988;Hoogvliet Rotterdam;Steurweg;3192AG;37;1;3;3
3989;Hoogvliet Rotterdam;Botreep;3192PG;384;4;4;1
3990;Hoogvliet Rotterdam;Boomkor;3192PA;39;1;3;3
3991;Hoogvliet Rotterdam;Oosterbakenpad;3192XV;40;1;2;1
3992;Hoogvliet Rotterdam;Botreep;3192PG;406;3;4;2
3993;Hoogvliet Rotterdam;Doradehof;3192BP;41;4;3;1
3994;Hoogvliet Rotterdam;Schakelweg;3192JP;442;1;3;1
3995;Hoogvliet Rotterdam;Kaar;3192WB;47;4;1;1
3996;Hoogvliet Rotterdam;Breel;3192HC;48;2;1;3
3997;Hoogvliet Rotterdam;Vleugel;3192WE;48;5;4;1
3998;Hoogvliet Rotterdam;Park Vossendijk;3192XH;485;2;2;3
3999;Hoogvliet Rotterdam;Horsweg;3192ED;49;4;4;1
4000;Hoogvliet Rotterdam;Aalreep;3192SC;5;3;2;1
4001;Hoogvliet Rotterdam;Grondelstraat;3192CN;51;5;2;3
4002;Hoogvliet Rotterdam;Vleugel;3192WD;51;2;1;1
4003;Hoogvliet Rotterdam;Slaghaam;3192HH;52;1;4;1
4004;Hoogvliet Rotterdam;Slaghaam;3192HH;54;4;4;1
4005;Hoogvliet Rotterdam;Ruitwagen;3192DD;55;4;3;2
4006;Hoogvliet Rotterdam;Serpelingstraat;3192LB;55;1;1;1
4007;Hoogvliet Rotterdam;Boomkor;3192PA;57;3;2;1
4008;Hoogvliet Rotterdam;Puitstraat;3192SL;593;1;3;1
4009;Hoogvliet Rotterdam;Aalkaar;3192SB;6;4;3;3
4010;Hoogvliet Rotterdam;Koolwitjespad;3192VP;6;2;3;3
4011;Hoogvliet Rotterdam;Marlijnstraat;3192BR;6;2;3;2
4012;Hoogvliet Rotterdam;Slaghaam;3192HG;61;4;2;2
4013;Hoogvliet Rotterdam;Blankvoornstraat;3192BZ;68;3;1;2
4014;Hoogvliet Rotterdam;Brasemstraat;3192TA;69;3;3;3
4015;Hoogvliet Rotterdam;Baarspad;3192VA;7;2;3;1
4016;Hoogvliet Rotterdam;Blinkerd;3192HP;7;4;1;3
4017;Hoogvliet Rotterdam;Joon;3192JE;7;3;2;2
4018;Hoogvliet Rotterdam;Ondersim;3192GH;7;3;2;1
4019;Hoogvliet Rotterdam;Brasemstraat;3192TA;71;5;4;3
4020;Hoogvliet Rotterdam;Bongweg;3192NA;73;2;4;2
4021;Hoogvliet Rotterdam;Park Vossendijk;3192XK;749;3;4;3
4022;Hoogvliet Rotterdam;Ankerkuilstraat;3192GC;76;4;1;1
4023;Hoogvliet Rotterdam;Slaghaam;3192HH;76;3;1;2
4024;Hoogvliet Rotterdam;Ondersim;3192GH;79;2;4;3
4025;Hoogvliet Rotterdam;Zwaardvisstraat;3192BV;8;2;3;2
4026;Hoogvliet Rotterdam;Slaghaam;3192HG;81;3;3;1
4027;Hoogvliet Rotterdam;Speerreep;3192PJ;84;4;2;2
4028;Hoogvliet Rotterdam;Stolpmand;3192PL;85;2;3;1
4029;Hoogvliet Rotterdam;Stolpmand;3192PL;87;4;4;2
4030;Hoogvliet Rotterdam;Brasemstraat;3192TA;89;5;1;1
4031;Hoogvliet Rotterdam;Tonijnstraat;3192EN;89;4;1;2
4032;Hoogvliet Rotterdam;Kaar;3192WB;9;1;4;2
4033;Hoogvliet Rotterdam;Forelstraat;3192CM;98;3;4;2
4034;Hoogvliet Rotterdam;Binnenban;3191CC;101;3;2;3
4035;Hoogvliet Rotterdam;Klencke;3191VM;109;5;1;2
4036;Hoogvliet Rotterdam;Koelinge;3191SN;12;5;3;3
4037;Hoogvliet Rotterdam;Binnenban;3191CC;121;3;4;3
4038;Hoogvliet Rotterdam;Boomgaardhoekseweg;3191TE;124;4;4;1
4039;Hoogvliet Rotterdam;Bijster;3191SB;13;3;4;3
4040;Hoogvliet Rotterdam;Jan Thijssenpad;3191BL;13;4;2;1
4041;Hoogvliet Rotterdam;Boomgaardhoekseweg;3191TE;132;1;4;2
4042;Hoogvliet Rotterdam;Klencke;3191VM;133;5;2;1
4043;Hoogvliet Rotterdam;Gebroeders van Hamelpad;3191BC;15;2;4;3
4044;Hoogvliet Rotterdam;Middenbaan-Noord;3191EL;166;4;2;3
4045;Hoogvliet Rotterdam;Hoge Weije;3191SL;17;5;4;1
4046;Hoogvliet Rotterdam;Klencke;3191VN;171;4;1;3
4047;Hoogvliet Rotterdam;Binnenban;3191CD;173;1;4;3
4048;Hoogvliet Rotterdam;Binnenban;3191CD;179;5;2;2
4049;Hoogvliet Rotterdam;Bruins Slotstraat;3191AB;19;4;3;3
4050;Hoogvliet Rotterdam;Dorpsstraat;3191VE;197;3;3;1
4051;Hoogvliet Rotterdam;Dorpsstraat;3191VE;203;3;1;2
4052;Hoogvliet Rotterdam;Binnenban;3191CE;209;5;3;1
4053;Hoogvliet Rotterdam;Binnenban;3191CE;215;4;1;1
4054;Hoogvliet Rotterdam;Binnenban;3191CE;221;4;2;2
4055;Hoogvliet Rotterdam;Titus Brandsmapad;3191BS;23;5;3;1
4056;Hoogvliet Rotterdam;Reinier Kloegstraat;3191XC;24;1;3;1
4057;Hoogvliet Rotterdam;H.M.van Randwijkpad;3191BD;27;2;2;3
4058;Hoogvliet Rotterdam;Dorpsstraat;3191VG;299;4;4;3
4059;Hoogvliet Rotterdam;Binnenban;3191CH;2B;5;4;3
4060;Hoogvliet Rotterdam;Henk Miliusstraat;3191WE;30;3;1;2
4061;Hoogvliet Rotterdam;Klencke;3191VS;305;4;4;2
4062;Hoogvliet Rotterdam;Hallant;3191SG;31;2;4;3
4063;Hoogvliet Rotterdam;Klencke;3191VS;323;2;1;2
4064;Hoogvliet Rotterdam;Hoge Weije;3191SJ;36;1;1;2
4065;Hoogvliet Rotterdam;Cloese;3191EA;37;4;3;3
4066;Hoogvliet Rotterdam;Hallant;3191SG;37;3;2;1
4067;Hoogvliet Rotterdam;Jan de Raadtkade;3191VJ;4;2;4;2
4068;Hoogvliet Rotterdam;Klencke;3191VV;415;4;2;3
